Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"COHEN, Stephen","['a Representative from Tennessee; born in Memphis, Shelby County, \r', 'Tenn., May 24, 1949; graduated from Coral Gables Senior High School, Coral \r', 'Gables, Fla., 1967; B.A., Vanderbilt University, Nashville, Tenn., 1971; J.D., \r', 'University of Memphis, Memphis, Tenn., 1973; attorney, Memphis Police Department, 1975-1978; lawyer, private practice; \r', 'vice-president, Tennessee state constitutional convention, 1977; Shelby County, \r', 'Tenn., commissioner, 1978-1980; member of the Tennessee state senate, \r', '1982-2006; delegate to the Democratic National Convention, 1980, 1992, 2004, 2008, \r', '2012, 2016; unsuccessful candidate for nomination to the United States House of \r', 'Representatives in 1996; elected as a Democrat to the One Hundred Tenth and to \r', 'the five succeeding Congresses (January 3, 2007-present).\r']",C001068,1,0,1,0,0,0,0,0,0,0
"COLE, Tom","['a Representative from Oklahoma; born in Shreveport, Caddo Parish, \r', 'La., on April 28, 1949; a registered member of the Chickasaw Nation; graduated \r', 'from Moore High School, Moore, Okla., 1967; B.A., Grinnell College, Grinnell, \r', 'Iowa, 1971; M.A., Yale University, New Haven, Conn., 1974; Ph.D., University of \r', 'Oklahoma, Norman, Okla., 1984; consultant; graduate assistant, University of \r', 'Oklahoma, Norman, Okla.; faculty, Oklahoma Baptist University, Shawnee, Okla.; \r', 'staff, United States Representative Marvin (Mickey) Edwards of Oklahoma, \r', '1982-1984; chairman, Oklahoma Republican Party, 1985-1989; private advocate; \r', 'member of the Oklahoma state senate, 1988-1991; executive director, National \r', 'Republican Congressional Committee, 1991-1993; Oklahoma secretary of state, \r', '1995-1999; chief of staff, Republican National Committee, 1999-2001; elected as \r', 'a Republican to the One Hundred Eighth and to the seven succeeding Congresses \r', '(January 3, 2003-present).\r']",C001053,1,0,0,1,0,1,0,0,0,0
"CONAWAY, K. Michael","['a Representative from Texas; born in Borger, Hutchinson County, \r', 'Tex., June 11, 1948; graduated from Odessa Permian High School, Odessa, Tex., \r', '1966; B.B.A., Texas A&amp;M University-Commerce, Commerce, Tex., 1970; United \r', 'States Army, 1970-1972; certified public accountant; bank executive; member of \r', 'the Midland, Tex., school board, 1985-1988; unsuccessful candidate for special \r', 'election to the One Hundred Eighth Congress in 2003; elected as a Republican to \r', 'the One Hundred Ninth and to the six succeeding Congresses (January 3, \r', '2005-present); chair, Committee on Ethics (One Hundred Thirteenth Congress); \r', 'chair, Committee on Agriculture (One Hundred Fourteenth and One Hundredth \r', 'Fifteenth Congresses).\r']",C001062,1,0,0,0,0,0,0,0,0,0
"CONNOLLY, Gerald E. (Gerry)","['a Representative from Virginia; born in Boston, Suffolk County, \r', 'Mass., March 30, 1950; graduated from The Venard High School, Clarks Summit, \r', 'Pa., 1967; B.A., Maryknoll College, Glen Ellyn, Ill., 1971; M.P.A., Harvard \r', 'University, Cambridge, Mass., 1979; business executive; nonprofit organization \r', 'director; member of the Fairfax County, Va., board of supervisors, 1995-2003; \r', 'chairman of the Fairfax County, Va., board of supervisors, 2004-2008; elected \r', 'as a Democrat to the One Hundred Eleventh and to the four succeeding Congresses \r', '(January 3, 2009-present).\r']",C001078,1,0,0,0,0,0,0,0,0,0
"CONYERS, John, Jr.","['a Representative from Michigan; born in Detroit, Wayne County, \r', 'Mich., May 16, 1929; attended Detroit public schools; B.A., Wayne State \r', 'University, Detroit, Mich., 1957; LL.B., Wayne State Law School, Detroit, \r', 'Mich., 1958; lawyer, private practice; Michigan National Guard, 1948-1950; \r', 'United States Army, 1950-1954; United States Army Reserve, 1954-1957; staff, \r', 'United States Representative John D. Dingell, Jr., of Michigan, 1958-1961; \r', 'general counsel for three labor locals in Detroit, 1959-1964; executive board \r', 'member, Detroit, Mich., American Civil Liberties Union, 1964 to present; \r', 'executive board member, Detroit, Mich., NAACP, 1963 to present; referee for \r', 'Michigan workmen&#x2019;s compensation department, 1961-1963; elected as a \r', 'Democrat to the Eighty-ninth and to the twenty-six succeeding Congresses \r', 'until his resignation on December 5, 2017 (January 3, 1965-December 5, 2017); one of the managers appointed by the House of \r', 'Representatives in 1988 to conduct the impeachment proceedings against Alcee \r', 'Lamar Hastings, judge of the United States District Court for the Southern \r', 'District of Florida; chairman, Committee on Government Operations (One Hundred \r', 'First through One Hundred Third Congresses); chairman, Committee on the \r', 'Judiciary (One Hundred Tenth and One Hundred Eleventh Congresses).\r']",C000714,1,0,0,0,0,0,0,0,0,0
"COOPER, James Hayes Shofner","['a Representative from Tennessee; born in Nashville, Davidson County, \r', 'Tenn., June 19, 1954; graduated from Groton School, Groton, Mass., 1972; B.A., \r', 'University of North Carolina (Morehead Scholar), Chapel Hill, N.C., 1975; M.A., \r', 'Oxford University (Rhodes Scholar), Oxford, England, 1977; J.D., Harvard \r', 'University Law School, Cambridge, Mass., 1980; lawyer, private practice; \r', 'adjunct professor, Vanderbilt University, Nashville, Tenn.; elected as a \r', 'Democrat to the Ninety-eighth and to the five succeeding Congresses (January 3, \r', '1983-January 3, 1995); was not a candidate for reelection to the One Hundred \r', 'Fourth Congress in 1994, but was an unsuccessful candidate for election to the \r', 'United States Senate; investment banker; elected as a Democrat to the One \r', 'Hundred Eighth and to the seven succeeding Congresses (January 3, \r', '2003-present). \r']",C000754,1,0,1,0,0,1,0,0,0,0
"COSTA, Jim","['a Representative from California; born in Fresno, Fresno County, \r', 'Calif., April 13, 1952; B.A., California State University, Fresno, Calif., \r', '1974; member of the California state assembly, 1978-1994; member of the \r', 'California state senate, 1994-2002; professional advocate; elected as a \r', 'Democrat to the One Hundred Ninth and to the six succeeding Congresses (January \r', '3, 2005-present).\r']",C001059,1,0,0,0,0,0,0,0,0,0
"COSTELLO, Jerry Francis","['a Representative from Illinois; born in East St. Louis, St. Clair \r', 'County, Ill., September 25, 1949; graduated from Assumption High School, East \r', 'St. Louis, Ill., 1968; A.A., Belleville Area College, Belleville, Ill.; B.A., \r', 'Maryville College of the Sacred Heart, St. Louis, Mo.; county bailiff, Illinois \r', '20th judicial circuit; deputy sheriff, St. Clair County, Ill.; director, court \r', 'services and probation, Illinois 20th judicial district; chief investigator, \r', 'Illinois state attorney&#146;s office, St. Clair County, Ill.; chairman, St. Clair \r', 'County, Ill., board, 1980-1988; elected as a Democrat to the One Hundredth \r', 'Congress, by special election, to fill the vacancy caused by the death of \r', 'United States Representative Charles Melvin Price, and reelected to the twelve \r', 'succeeding Congresses (August 9, 1988-January 3, 2013); was not a candidate for \r', 'reelection to the One Hundred Thirteenth Congress in 2012. \r']",C000794,1,0,0,0,0,0,0,0,0,0
"COURTNEY, Joe","['a Representative from Connecticut; born in West Hartford, Tolland \r', 'County, Conn., April 6, 1953; B.A., Tufts University, Medford, Mass, 1975; \r', 'J.D., University of Connecticut, Storrs, Conn., 1978; lawyer, private practice; \r', 'member of the Connecticut state house of representatives, 1987-1994; elected as \r', 'a Democrat to the One Hundred Tenth and to the five succeeding Congresses \r', '(January 3, 2007-present).\r']",C001069,1,0,1,0,0,0,0,0,0,0
"CRENSHAW, Ander","['a Representative from Florida; born in Jacksonville, Duval County, Fla., September 1, 1944; graduated from Robert E. Lee High School, Jacksonville, Fla., 1962; B.A., University of Georgia, Athens, Ga., 1966; J.D., University of Florida, Gainesville, Fla., 1969; member of the Florida state house of representatives, 1972-1978; member of the Florida state senate, 1986-1994; elected as a Republican to the One Hundred Seventh and to the seven succeeding Congresses (January 3, 2001-January 3, 2017); was not a candidate for reelection to the One Hundredth Fifteenth Congress in 2016. \r']",C001045,1,0,1,0,0,0,0,0,0,0
"CRITZ, Mark S.","['a Representative from Pennsylvania; born in Irwin, Westmoreland \r', 'County, Pa.; January 5, 1962; B. S., Indiana University of Pennsylvania, \r', 'Indiana, Pa., 1987; business manager; staff, United States Representative John \r', 'Patrick Murtha, Jr., 1998-2010; elected as a Democrat to the One Hundred \r', 'Eleventh Congress, by special election to fill the vacancy caused by the death \r', 'of United States Representative John Patrick Murtha, Jr. and reelected to the \r', 'succeeding Congress (May 18, 2010-January 3, 2013); unsuccessful candidate for \r', 'reelection to the One Hundred Thirteenth Congress in 2012.\r']",C001081,0,0,0,0,0,0,0,0,0,0
"CROWLEY, Joseph","[' a Representative from New York; born in New York, New York County, \r', 'N.Y., March 16, 1962; graduated from Power Memorial High School, New York, \r', 'N.Y., 1981; B.A., Queens College, City University of New York, Flushing, N.Y., \r', '1985; member of the New York state assembly, 1986-1998; elected as a Democrat \r', 'to the One Hundred Sixth and to the nine succeeding Congresses (January 3, \r', '1999-present); chair, House Democratic Caucus (One Hundred Fifteenth \r', 'Congress).\r']",C001038,1,0,0,0,0,0,0,0,0,0
"CUELLAR, Henry","['a Representative from Texas; born in Laredo, Webb County, Tex., \r', 'September 19, 1955; graduated from J.W. Nixon High School, Laredo, Tex., 1974; \r', 'A.A., Laredo Community College, Laredo, Tex., 1976; B.S., Georgetown \r', 'University, Washington, D.C., 1978; J.D., University of Texas, Austin, Tex., \r', '1981; M.A., Texas A&amp;M International University, Laredo, Tex., 1982; Ph.D., \r', 'University of Texas, Austin, Tex., 1998; lawyer, private practice; member of \r', 'the Texas state house of representatives, 1987-2001; unsuccessful candidate for \r', 'nomination to the United States of Representatives in 2002; Texas secretary of \r', 'state, 2001; elected as a Democrat to the One Hundred Ninth and to the six \r', 'succeeding Congresses (January 3, 2005-present).\r']",C001063,0,1,1,1,0,1,0,0,0,0
"CULBERSON, John","['a Representative from Texas; born in Houston, Harris County, Tex., \r', 'August 24, 1956; graduated from Lamar High School, Houston, Tex., 1975; B.A., \r', 'Southern Methodist University, Dallas, Tex., 1981; J.D., South Texas College of \r', 'Law, Houston, Tex.; member of the Texas state house of representatives, \r', '1986-2001; elected as a Republican to the One Hundred Seventh and to the eight \r', 'succeeding Congresses (January 3, 2001-present).\r']",C001048,1,0,1,0,0,0,0,0,0,0
"CUMMINGS, Elijah Eugene","['a Representative from Maryland; born in Baltimore, Md., January 18, \r', '1951; graduated from Baltimore City College High School, Baltimore, Md., 1969; \r', 'B.S., Howard University, Washington, D.C., 1973; J.D., University of Maryland \r', 'School of Law, Baltimore, Md., 1976; lawyer, private practice; chief judge, \r', 'Maryland Moot Court Board; member of the Maryland state house of delegates, \r', '1983-1996, and speaker pro tempore, 1995-1996; elected as a Democrat to the One \r', 'Hundred Fourth Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative Kweisi Mfume, and reelected to the \r', 'eleven succeeding Congresses (April 16, 1996-present). \r']",C000984,0,1,1,0,0,0,0,0,0,0
"DAHLKEMPER, Kathleen A. (Kathy)","['a Representative from Pennsylvania; born in Erie, Erie County, Pa., \r', 'December 10, 1957; B. S., Edinboro State College, Edinboro, Pa., 1982; business \r', 'owner; director, Lake Erie Arboretum at Frontier Park, Pa.; elected as a \r', 'Democrat to the One Hundred Eleventh Congress (January 3, 2009-January 3, \r', '2011); unsuccessful candidate for reelection to the One Hundred Twelfth \r', 'Congress in 2010; Erie County, Pa., executive, 2014-present.\r']",D000608,0,0,0,0,0,0,0,0,0,0
"DAVIS, Artur","['a Representative from Alabama; born in Montgomery, Montgomery \r', 'County, Ala., on October 9, 1967; graduated from Jefferson Davis High School, \r', 'Montgomery, Ala.; B.A., Harvard University, Cambridge, Mass., 1990; J.D., \r', 'Harvard University, Cambridge, Mass., 1993; lawyer, private practice; clerk, \r', 'Judge Myron Thompson, Middle District of Alabama, 1993-1994; Assistant United \r', 'States Attorney, Middle District of Alabama, 1994-1998; elected as a Democrat \r', 'to the One Hundred Eighth and to the three succeeding Congresses (January 3, \r', '2003-January 3, 2011); not a candidate for reelection to the One Hundred \r', 'Twelfth Congress in 2010; unsuccessful candidate for Governor of Alabama in \r', '2010.\r', '</P><BR>\r', '<P><CENTER><FONT SIZE=4 COLOR=""#800040"">Bibliography</FONT></CENTER></P>&#148;Artur Davis&#148; in \r', '<i>Black Americans in Congress, 1870-2007</i>. Prepared under the \r', 'direction of the Committee on House Adminisration by the Office of History \r', '&amp; Preservation, U. S. House of Representatives. Washington: Government \r', 'Printing Office, 2008.\r']",D000602,1,0,1,0,0,0,0,0,0,0
"DAVIS, Danny K.","['a Representative from Illinois; born in Parkdale, Ashley County, \r', 'Ark., September 6, 1941; graduated from Savage High School, Parkdale, Ark., \r', '1957; B.A., Arkansas A.M.&amp;N. College, Pine Bluff, Ark., 1961; M.S., Chicago \r', 'State University, Chicago, Ill., 1968; Ph.D., Union Institute, Cincinnati, \r', 'Ohio, 1977; clerk, Chicago, Ill., Post Office, 1961-1965; teacher, Chicago, \r', 'Ill., public schools, 1962-1968; executive director, Greater Lawndale \r', 'Conservation Commission, 1969; director of training, Martin L. King \r', 'Neighborhood Health Center, 1969-1971; executive director, Westside Health \r', 'Center, 1975-1981; alderman, Chicago, Ill., city council, 1979-1990; \r', 'commissioner, Cook County, Ill., board, 1990-1996; college professor; \r', 'unsuccessful candidate for election to the United States House of \r', 'Representatives in 1984 and 1986; elected as a Democrat to the One Hundred \r', 'Fifth and to the ten succeeding Congresses (January 3, \r', '1997-present).\r']",D000096,1,0,0,1,0,0,1,0,0,0
Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"DAVIS, Geoffrey C. (Geoff)","['a Representative from Kentucky; born in Montreal, Quebec, Canada, \r', 'October 26, 1958; attended public schools, West Pittsburgh, Pa.; B.S., U.S. \r', 'Military Academy, West Point, N.Y., 1981; U.S. Army, 1976-1987; manufacturer; \r', 'consultant; unsuccessful candidate for election to the United States House of \r', 'Representatives in 2002; elected as a Republican to the One Hundred Ninth \r', 'Congress and to the three succeeding Congresses until his resignation on July \r', '31, 2012 (January 3, 2005-July 31, 2012).\r']",D000603,0,1,0,0,0,0,0,0,0,0
"DAVIS, Lincoln","['a Representative from Tennessee; born near Pall Mall, Tenn., on \r', 'September 13, 1943; B.S., Tennessee Technological University, Cookeville, \r', 'Tenn., 1964; businessman; farmer; mayor, Byrdstown, Tenn., 1978-1982; member of \r', 'the Tennessee state house of representatives, 1980-1984; member of the \r', 'Tennessee state senate, 1996-2002; elected as a Democrat to the One Hundred \r', 'Eighth and to the three succeeding Congresses (January 3, 2003-January 3, \r', '2011); unsuccessful candidate for reelection to the One Hundred Twelfth \r', 'Congress in 2010.\r']",D000599,0,1,0,0,0,0,0,0,0,0
"DAVIS, Susan A.","['a Representative from California; born in Cambridge, Middlesex \r', 'County, Mass., April 13, 1944; B.A., University of California, Berkeley, \r', 'Calif., 1965; M.S.W., University of North Carolina, Chapel Hill, N.C., 1968; \r', 'member of the San Diego, Calif., board of education, 1983-1992, president, San \r', 'Diego, Calif., board of education 1989-1992; executive director, Aaron Price \r', 'Fellows, 1990-1994; member of the California state assembly, 1994-2000; elected \r', 'as a Democrat to the One Hundred Seventh and to the eight succeeding Congresses \r', '(January 3, 2001-present). \r']",D000598,1,0,0,0,0,0,1,0,0,0
"DEAL, John Nathan","['a Representative from Georgia; born in Millen, Jenkins County, Ga., \r', 'August 25, 1942; attended public schools in Washington County, Ga.; B.A., \r', 'Mercer University, Macon, Ga., 1964; J.D., Mercer University School of Law, \r', 'Macon, Ga., 1966; United States Army, 1966-1968; lawyer, private practice; \r', 'assistant district attorney, Northeastern Judicial Circuit, 1970-1971; judge of \r', 'the juvenile court of Hall County, Ga., 1971-1972; Hall County, Ga., attorney, \r', '1977-1979; member of the Georgia state senate, 1981-1993; elected as a Democrat \r', 'to the One Hundred Third and to the succeeding Congress, changed his party \r', 'affiliation to Republican on April 10, 1995 (January 3, 1993-April 10, 1995); \r', 'elected as a Republican to the One Hundred Fifth Congress and to the six \r', 'succeeding Congresses until his resignation on March 21, 2010 (January 3, \r', '1997-March 21, 2010); Governor of Georgia, 2011-present. \r']",D000168,1,0,1,0,0,0,0,0,0,0
"DeFAZIO, Peter Anthony","['a Representative from Oregon; born in Needham, Norfolk County, \r', 'Mass., May 27, 1947; graduated from Needham High School, Needham, Mass., 1965; B.A., Tufts University, Medford, Mass., 1969; M.A., \r', 'University of Oregon, Eugene, Oreg., 1977; United States Air Force Reserve, \r', '1967-1971; staff, United States Representative James Howard Weaver of Oregon, \r', '1977-1982; member of the Lane County, Oreg., board of commissioners, 1983-1986, \r', 'chair, 1985-1986; unsuccessful candidate for nomination to the United States \r', 'Senate in a special primary election in 1995; elected as a Democrat to the One \r', 'Hundredth and to the fifteen succeeding Congresses (January 3, 1987-present). \r']",D000191,1,0,0,0,0,1,0,0,0,0
"DeGETTE, Diana","['a Representative from Colorado; born in Tachikawa, Japan, July 29, \r', '1957; graduated from South High School, Denver, Colo., 1975; B.A., Colorado \r', 'College, Colorado Springs, Colo., 1979; J.D., New York University, New York, \r', 'N.Y., 1982; member of the Colorado state house of representatives, 1992-1996; \r', 'elected as a Democrat to the One Hundred Fifth and to the ten succeeding \r', 'Congresses (January 3, 1997-present). \r']",D000197,1,0,1,0,0,0,0,0,0,0
"DELAHUNT, Bill","['a Representative from Massachusetts; born in Quincy, Norfolk County, \r', 'Mass., July 18, 1941; graduated from Thayer Academy, Braintree, Mass.; B.A., \r', 'Middlebury College, Middlebury, Vt., 1963; J.D., Boston College School of Law, \r', 'Chestnut Hill, Mass., 1967; United States Coast Guard Reserves, 1963-1971; \r', 'lawyer, private practice; member of the Massachusetts state house of \r', 'representatives, 1973-1975; Norfolk County, Mass., district attorney, \r', '1975-1996; elected as a Democrat to the One Hundred Fifth and to the six \r', 'succeeding Congresses (January 3, 1997-January 3, 2011); not a candidate for \r', 'reelection to the One Hundred Twelfth Congress in 2010\r']",D000210,1,0,1,0,0,0,0,0,0,0
"DeLAURO, Rosa L.","['a Representative from Connecticut; born in New Haven, New Haven \r', 'County, Conn., March 2, 1943; graduated from Lauralton Hall High School, \r', 'Milford, Conn.; B.A., Marymount College, Tarrytown, N.Y., 1964; attended the \r', 'London School of Economics, London, England, 1962-1963; M.A., Columbia \r', 'University, New York, N.Y., 1966; staff, Mayor Frank Logue of New Haven, Conn., \r', '1976-1977; campaign manager, Mayor Frank Logue, 1978; staff, New Haven, Conn., \r', 'development administrator, 1977-1979; campaign manager for United States \r', 'Senator Christopher J. Dodd of Connecticut, 1979-1980; staff, United States \r', 'Senator Christopher J. Dodd of Connecticut, 1981-1987; executive director, \r', 'Countdown &#x2018;87, 1987-1988; executive director, EMILY&#x2019;S List, \r', '1989-1990; elected as a Democrat to the One Hundred Second and to the thirteen \r', 'succeeding Congresses (January 3, 1991-present).\r']",D000216,1,0,0,0,0,1,0,0,0,0
"DENT, Charles W.","['a Representative from Pennsylvania; born in Allentown, Lehigh \r', 'County, Pa., May 24, 1960; graduated from William Allen High School, Allentown, \r', 'Pa., 1978; B.A., Pennsylvania State University, University Park, Pa., 1982; \r', 'M.P.A., Lehigh University, Bethlehem, Pa., 1993; staff, United States \r', 'Representative Donald Ritter of Pennsylvania; college administrator; sales \r', 'representative; hotel clerk; member of the Pennsylvania state house of \r', 'representatives, 1991-1998; member of the Pennsylvania state senate, 1999-2004; \r', 'elected as a Republican to the One Hundred Ninth and to the six succeeding \r', 'Congresses until his resignation on May 12, 2018 (January 3, 2005-May 12, \r', '2018); chair, Committee on Ethics (One Hundred Fourteenth \r', 'Congress).\r']",D000604,1,0,0,0,0,0,0,0,0,0
"DEUTCH, Theodore E. (Ted)","['a Representative from Florida; born in Bethlehem, Northampton \r', 'County, Pa., May 7, 1966; graduated from Liberty High School, Bethlehem, Pa., \r', '1984; A.B., University of Michigan, Ann Arbor, Mich., 1988; J.D., University of \r', 'Michigan, Ann Arbor, Mich., 1990; lawyer, private practice; member of the \r', 'Florida state senate, 2007-2010; elected as a Democrat to the One Hundred \r', 'Eleventh Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative Robert Wexler, and reelected to the \r', 'four succeeding Congresses (April 13, 2010-present).\r']",D000610,1,0,1,0,0,0,0,0,0,0
"DIAZ-BALART, Lincoln","[' (brother of Mario Diaz-Balart), \r', 'a Representative from Florida; born in Havana, Cuba, August 13, \r', '1954; graduated from the American School of Madrid, Madrid, Spain, 1972; B.A., \r', 'New College, University of South Florida, Sarasota, Fla., 1976; J.D., Case \r', 'Western Reserve University, Cleveland, Ohio, 1979; lawyer, private practice; \r', 'member of the Florida state house of representatives, 1987-1989; member of the \r', 'Florida state senate, 1989-1992; elected as a Republican to the One Hundred \r', 'Third and to the eight succeeding Congresses (January 3, 1993-January 3, 2011); \r', 'not a candidate for reelection to the One Hundred Twelfth Congress in \r', '2010.\r', '</P><BR>\r', '<P><CENTER><FONT SIZE=4 COLOR=""#800040"">Bibliography</FONT></CENTER></P>&#148;Lincoln Diaz-Balart&#148; in \r', '<i>Hispanic Americans in Congress, 1822-2012</i>. Prepared under the \r', 'direction of the Committee on House Administration by the Office of the \r', 'Historian and the Office of the Clerk, U.S. House of Representatives. \r', 'Washington: Government Printing Office, 2013.\r']",D000299,1,0,1,0,0,0,0,0,0,0
"DIAZ-BALART, Mario","[' (brother of Lincoln Diaz-Balart), \r', 'a Representative from Florida; born in Fort Lauderdale, Broward \r', 'County, Fla., September 25, 1961; attended the University of South Florida, \r', 'Tampa, Fla.; marketing executive; member of the Florida state house of \r', 'representatives, 1988-1992, 2000-2002; member of the Florida state senate, \r', '1992-2000; elected as a Republican to the One Hundred Eighth and to the seven \r', 'succeeding Congresses (January 3, 2003-present).\r']",D000600,0,0,0,0,0,0,0,0,0,0
"DICKS, Norman DeValois","['a Representative from Washington; born in Bremerton, Kitsap County, \r', 'Wash., December 16, 1940; graduated from West Bremerton High School, Bremerton, \r', 'Wash., 1959; B.A., University of Washington, Seattle, Wash., 1963; J.D., \r', 'University of Washington School of Law, Seattle, Wash., 1968; lawyer, private \r', 'practice; staff, United States Senator Warren G. Magnuson of Washington, \r', '1968-1976; elected as a Democrat to the Ninety-fifth and to the seventeen \r', 'succeeding Congresses (January 3, 1977-January 3, 2013); was not a candidate \r', 'for reelection to the One Hundred Thirteenth Congress in 2012. \r']",D000327,1,0,1,0,0,0,0,0,0,0
"DINGELL, John David, Jr.","[' (son of John David Dingell and husband of Debbie \r', 'Dingell), \r', 'a Representative from Michigan; born in Colorado Springs, El Paso \r', 'County, Colo., July 8, 1926; attended Capitol Page School, Washington, D.C., \r', 'and Georgetown Preparatory School, Garrett Park, Md.; Page, United States House \r', 'of Representatives, 1938-1943; B.S., Georgetown University, Washington, D.C., \r', '1949; J.D., Georgetown University Law School, Washington, D.C., 1952; United \r', 'States Army, 1944-1946; lawyer, private practice; research assistant, United \r', 'States Circuit Judge Theodore Levin, 1952-1953; assistant prosecuting attorney \r', 'of Wayne County, Mich., 1954-1955; delegate to the Democratic National \r', 'Conventions in 1956, 1960, 1968, 1980 and 1984; elected as a Democrat to the \r', 'Eighty-fourth Congress, by special election, to fill the vacancy caused by the \r', 'death of his father, United States Representative John D. Dingell, Sr., and \r', 'reelected to the twenty-nine succeeding Congresses (December 13, 1955-January \r', '3, 2015); was not a candidate for reelection to the One Hundred Fourteenth \r', 'Congress in 2014; chair, Committee on Energy and Commerce (Ninety-seventh \r', 'through One Hundred Third Congresses and One Hundred Tenth Congress). \r']",D000355,0,1,1,0,0,0,0,0,0,0
"DJOU, Charles","['a Representative from Hawaii; born in Los Angeles, Los Angeles \r', 'County, Calif., August 9, 1970; graduated from Punahou School, Honolulu, \r', 'Hawaii, 1988; B.A., University of Pennsylvania, Philadelphia, Pa., 1992; B.S., \r', 'University of Pennsylvania, Philadelphia, Pa., 1992; J.D., University of \r', 'Southern California, Los Angeles, Calif., 1996; United States Army Reserve, \r', '2001-present; lawyer, private practice; vice chairman, Hawaii Republican Party, \r', '1998-1999; member of the Hawaii state house of representatives, 2000-2002, \r', 'minority floor leader, 2001-2002; member of the Honolulu, Hawaii city council, \r', '2002-2010; elected as a Republican to the One Hundred Eleventh Congress, by \r', 'special election, to fill the vacancy caused by the resignation of United \r', 'States Representative Neil Abercrombie (May 22, 2010-January 3, 2011); \r', 'unsuccessful candidate for reelection to the One Hundred Twelfth Congress in \r', '2010; unsuccessful candidate for election to the One Hundred Thirteenth \r', 'Congress in 2012; unsuccessful candidate for nomination to the One Hundred \r', 'Fourteenth Congress in 2014; unsuccessful candidate for Mayor of Honolulu, \r', 'Hawaii, in 2016.\r']",D000611,1,1,1,0,0,0,0,0,0,0
"DOGGETT, Lloyd Alton, II","['a Representative from Texas; born in Austin, Travis County, Tex., \r', 'October 6, 1946; graduated from Austin High School, Austin, Tex., 1964; B.A., \r', 'University of Texas, Austin, Tex., 1967; J.D., University of Texas School of \r', 'Law, 1970; member of the Texas state senate, 1973-1985; justice of the Texas \r', 'supreme court, 1989-1994; adjunct professor, University of Texas School of Law, \r', 'Austin, Tex., 1989-1994; unsuccessful candidate for election to the United \r', 'States Senate in 1984; elected as a Democrat to the One Hundred Fourth and to \r', 'the eleven succeeding Congresses (January 3, 1995-present).\r']",D000399,1,0,1,0,0,0,0,0,0,0
"DONNELLY, Joe","['a Senator and a Representative from Indiana; born in Queens, Queens \r', 'County, N.Y., September 29, 1955; B.A., University of Notre Dame, Notre Dame, \r', 'Ind., 1977; J.D., University of Notre Dame, Notre Dame, Ind., 1981; lawyer, \r', 'private practice; business owner; unsuccessful candidate for the 108th Congress \r', 'in 2004; elected as a Democrat to the One Hundred Tenth and to the two \r', 'succeeding Congresses (January 3, 2007-January 3, 2013); was not a candidate \r', 'for reelection to the House of Representatives but was elected as a Democrat to \r', 'the United States Senate in 2012 for the term ending January 3, \r', '2019.\r']",D000607,1,0,1,0,0,0,0,0,0,0
"DOYLE, Michael F.","['a Representative from Pennsylvania; born in Swissvale, Allegheny \r', 'County, Pa., August 5, 1953; graduated from Swissvale Area High School, \r', 'Swissvale, Pa., 1971; B.S., Pennsylvania State University, University Park, \r', 'Pa., 1975; member of the Swissvale, Pa., borough council, 1977-1981; staff, \r', 'Pennsylvania state senator Frank Pecora, 1979-1994; elected as a Democrat to \r', 'the One Hundred Fourth and to the eleven succeeding Congresses (January 3, \r', '1995-present). \r']",D000482,0,1,0,0,0,0,0,0,0,0
"DREIER, David Timothy","['a Representative from California; born in Kansas City, Jackson \r', 'County, Mo., July 5, 1952; attended the Principia Upper Schools in St. Louis, \r', 'Mo.; B.A., Claremont Men&#146;s College, Claremont, Calif., 1975; M.A., Claremont \r', 'Graduate School, Claremont, Calif., 1976; director, corporate relations, \r', 'Claremont McKenna College, 1975-1979; delegate, California state Republican \r', 'conventions, 1978-1980; delegate, Republican National Conventions, 1976-1980; \r', 'vice president, Dreier Development Co., Kansas City, Mo.; unsuccessful \r', 'candidate for election to the Ninety-sixth Congress in 1978; elected as a \r', 'Republican to the Ninety-seventh and to the fifteen succeeding Congresses \r', '(January 3, 1981-January 3, 2013); chair, Committee on Rules (One Hundred Sixth \r', 'through One Hundred Ninth Congresses, One Hundred Twelfth Congress); was not a \r', 'candidate for reelection to the One Hundred Thirteenth Congress in \r', '2012.\r']",D000492,1,0,0,0,0,1,0,0,0,0
"DRIEHAUS, Steve","['a Representative from Ohio; born in Cincinnati, Hamilton County, \r', 'Ohio, June 24, 1966; graduated from Elder High School, Cincinnati, Ohio, 1984; \r', 'B.A., Miami University, Oxford, Ohio, 1988; M.P.A., Indiana University, \r', 'Bloomington, Ind., 1995; community outreach program director; United States \r', 'Peace Corps, 1988-1990; member, Ohio state house of representatives, 2001-2008, \r', 'minority whip, 2005-2007; elected as a Democrat to the One Hundred Eleventh \r', 'Congress (January 3, 2009-January 3, 2010); unsuccessful candidate for \r', 'reelection to the One Hundred Twelfth Congress in 2010; country director, \r', 'Mbabane, Swaziland, United States Peace Corps, 2011 to present. \r']",D000609,1,0,0,0,0,0,0,0,0,0
