Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"BISHOP, Michael Dean","['a Representative from Michigan; born in Almont, Lapeer County, \r', 'Mich., March 18, 1967; graduated from Rochester Adams High School, Rochester \r', 'Hills, Mich.; A.B., University of Michigan, Ann Arbor, Mich., 1989; J.D., \r', 'Detroit College of Law (now Michigan State College of Law), East Lansing, \r', 'Mich., 1993; lawyer, private practice; realtor; business owner; member of the \r', 'Michigan state house of representatives, 1999-2002; member of the Michigan \r', 'state senate, 2003-2010, majority leader, 2007-2010; unsuccessful candidate for \r', 'nomination for Michigan state attorney general, 2010; unsuccessful candidate \r', 'for election as Oakland County, Mich., prosecutor, 2012; elected as a \r', 'Republican to the One Hundred Fourteenth and to the succeeding Congress \r', '(January 3, 2015-present).\r']",B001293,1,0,1,0,0,0,0,0,0,0
"BISHOP, Robert (Rob)","['a Representative from Utah; born in Kaysville, Utah, July 13, 1951; \r', 'B.A., University of Utah, Salt Lake City, Utah, 1974; teacher; professional \r', 'advocate; member of the Utah state house of representatives, 1979-1994, \r', 'speaker, 1992-1994; elected as a Republican to the One Hundred Eighth and to \r', 'the seven succeeding Congresses (January 3, 2003-present); chairman, Committee \r', 'on Natural Resources (One Hundred Fourteenth and One Hundred Fifteenth \r', 'Congresses).\r']",B001250,1,0,0,0,0,0,0,0,0,0
"BISHOP, Sanford Dixon, Jr.","['a Representative from Georgia; born in Mobile, Mobile County, Ala., \r', 'February 4, 1947; graduated from Central High School, Mobile, Ala., 1964; B.A., \r', 'Morehouse College, Atlanta, Ga., 1968; J.D., Emory University, \r', 'Atlanta, Ga., 1971; lawyer, private practice; United States Army, 1969-1971; \r', 'member of the Georgia state house of representatives, 1977-1991; member of the \r', 'Georgia state senate, 1991-1993; elected as a Democrat to the One Hundred Third \r', 'and to the twelve succeeding Congresses (January 3, 1993-present).\r']",B000490,1,0,1,0,0,0,0,0,0,0
"BLACK, Diane","['a Representative from Tennessee; born in Baltimore, Md., January 16, 1951; graduated from Andover High School, Linthicum Heights, Md.; A.S.N., Anne Arundel Community College, Arnold, Md., 1971; B.S.N., Belmont University, Nashville, Tenn., 1992; nurse; nonprofit community organization fundraiser; member of the Tennessee state house of representatives, 1999-2005; member of the Tennessee state senate, 2005-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-present); chair, Committee on Budget (One Hundred Fifteenth Congress). \r']",B001273,0,1,0,0,0,0,0,0,0,0
"BLACKBURN, Marsha","['a Senator and a Representative from Tennessee; born in Laurel, Jones County, Miss., June 6, 1952; graduated from Northeast Jones High School, Laurel, Miss.; B.S. Mississippi State University, Starkville, Miss., 1973; business owner; private advocate; unsuccessful candidate for election to the One Hundred Third Congress in 1992; member of the Tennessee state senate, 1998-2002; elected as a Republican to the One Hundred Eighth and to the seven succeeding Congresses (January 3, 2003-January 3, 2019); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2018 for the term ending January 3, 2025.  \r']",B001243,0,1,0,0,0,0,0,0,0,0
"BLUM, Rod","[' a Representative from Iowa; born in Dubuque, Dubuque County, Iowa, \r', 'April 26, 1955; graduated from Dubuque Senior High School, Dubuque, Iowa, 1973; \r', 'B.A., Loras College, Dubuque, Iowa, 1977; M.B.A., University of Dubuque, \r', 'Dubuque, Iowa, 1989; business executive; unsuccessful candidate for nomination \r', 'to the One Hundred Thirteenth Congress in 2012; elected as a Republican to the \r', 'One Hundred Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",B001294,1,0,0,0,1,0,0,0,0,0
"BLUMENAUER, Earl","['a Representative from Oregon; born in Portland, Multnomah County, \r', 'Oreg., August 16, 1948; graduated from Centennial High School, Portland, Oreg., \r', '1966; B.A., Lewis and Clark College, Portland, Oreg., 1970; J.D., Lewis and \r', 'Clark Law School, Portland, Oreg., 1976; assistant to the president of Portland \r', 'State University, Portland, Oreg., 1970-1977; member of the Oregon state house \r', 'of representatives, 1973-1978; member of the board of directors, Portland \r', 'Community College, 1975-1981; Multnomah County, Oreg., commissioner, 1978-1985; \r', 'Portland, Oreg., city commissioner, 1986-1996; served on the Governor&#x2019;s \r', 'commission on higher education, 1990-1991; elected as a Democrat, by special \r', 'election, to the One Hundred Fourth Congress to fill the vacancy caused by the \r', 'resignation of United States Representative Ronald Lee Wyden, and reelected to \r', 'the eleven succeeding Congresses (May 21, 1996-present). \r']",B000574,1,0,1,0,0,0,0,0,0,0
"BOEHNER, John Andrew","['a Representative from Ohio; born in Cincinnati, Hamilton County, Ohio, November 17, 1949; graduated from Moeller High School, Cincinnati, Ohio, 1968; B.S., Xavier University, Cincinnati, Ohio, 1977; United States Navy, 1968; businessman; business executive; member of the Union Township, Ohio, board of trustees, 1981, and president, 1984; member of the Ohio state house of representatives, 1985-1990; elected as a Republican to the One Hundred Second and to the twelve succeeding Congresses, and served until his resignation on October 31, 2015 (January 3, 1991-October 31, 2015); House Republican Conference Chairman, 1995-1999; chair, Committee on Education and the Workforce (One Hundred Seventh through One Hundred Ninth Congresses); majority leader (One Hundred Ninth Congress); minority leader (One Hundred Tenth and One Hundred Eleventh Congress); Speaker of the House (One Hundred Twelfth through One Hundred Fourteenth Congresses). \r']",B000589,0,1,0,0,0,0,0,0,0,0
"BONAMICI, Suzanne","['a Representative from Oregon; born in Detroit, Wayne County, Mich., \r', 'October 14, 1954; A.A., Lane Community College, Eugene, Oreg. 1978; B.A., \r', 'University of Oregon, Eugene, Oreg., 1980; J.D., University of Oregon, Eugene, \r', 'Oreg., 1983; lawyer, Federal Trade Commission, Washington, D.C.; lawyer, \r', 'private practice; staff, Oregon state house of representatives, 2001-2006; \r', 'member of Oregon state house of representatives 2007-2008; member of Oregon \r', 'state senate, 2008-2011; elected as a Democrat to the One Hundred Twelfth \r', 'Congress, by special election, to fill the vacancy caused by the resignation of \r', 'United States Representative David Wu, and reelected to the three succeeding \r', 'Congresses (January 31, 2012-present). \r']",B001278,1,0,1,0,0,0,0,0,0,0
"BOST, Mike","['a Representative from Illinois; born in Murphysboro, Jackson County, \r', 'Ill., December 30, 1960; graduated from Murphysboro High School, Murphysboro, \r', 'Ill., 1979; Certified Firefighter II Academy, University of Illinois, 1993; \r', 'United States Marine Corps, 1979-1982; truck manager; firefighter; business \r', 'owner; member of the Jackson County, Ill., board, 1984-1988; Murphysboro \r', 'Township, Ill., treasurer, 1989-1992; Murphysboro Township, Ill., trustee, \r', '1993-1995; member of the Illinois state house of representatives, 1995-2014; \r', 'elected as a Republican to the One Hundred Fourteenth and to the succeeding \r', 'Congress (January 3, 2015-present).\r']",B001295,0,0,0,0,0,0,0,0,0,0
"BOUSTANY, Charles W.","['a Representative from Louisiana; born in New Orleans, Orleans \r', 'Parish, La., February 21, 1956; graduated Cathedral Carmel High School, \r', 'Lafayette, La.; B.S., University of Southwestern Louisiana, Lafayette, La., \r', '1978; M.D., Louisiana State University School of Medicine, New Orleans, La., \r', '1982; surgeon; elected as a Republican to the One Hundred Ninth and to the five \r', 'succeeding Congresses (January 3, 2005-January 3, 2017); was not a candidate \r', 'for reelection to the One Hundred Fifteenth Congress in 2016, but was an \r', 'unsuccessful candidate for election to the United States Senate.\r']",B001255,0,1,0,0,0,0,0,0,1,0
"BOYLE, Brendan Francis","['a Representative from Pennsylvania; born in Philadelphia, \r', 'Philadelphia County, Pa., on February 6, 1977; graduated from Cardinal \r', 'Dougherty High School, Philadelphia, Pa., 1995; B.A., University of Notre Dame, \r', 'Notre Dame, Ind., 1999; M.P.P., Harvard University Kennedy School of \r', 'Government, Cambridge, Mass., 2005; radio broadcaster; management consultant; \r', 'adjunct professor, Drexel University, Philadelphia, Pa.; member of the \r', 'Pennsylvania state house of representatives, 2008-2014; elected as a Democrat \r', 'to the One Hundred Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",B001296,1,0,0,0,0,0,0,0,0,0
"BRADY, Kevin Patrick","['a Representative from Texas; born in Vermillion, Clay County, S. \r', 'Dak., April 11, 1955; graduated from Rapid City Central High School, Rapid \r', 'City, S. Dak; B.A., University of South Dakota, Vermillion, S. Dak., 1990; \r', 'member of the Texas state house of representatives, 1990-1996; elected as a \r', 'Republican to the One Hundred Fifth and to the ten succeeding Congresses \r', '(January 3, 1997-present); chair, Joint Economic Committee (One Hundred \r', 'Thirteenth Congress); chair, Committee on Ways &amp; Means (One Hundred \r', 'Fourteenth and One Hundred Fifteenth Congresses); chair, Joint Committee on \r', 'Taxation (One Hundred Fifteenth Congress).\r']",B000755,1,0,0,0,0,0,0,0,0,0
"BRADY, Robert A.","['a Representative from Pennsylvania; born in Philadelphia, \r', 'Philadelphia County, Pa., April 7, 1945; graduated from St. Thomas More High \r', 'School, Philadelphia, Pa., 1963; union official; sergeant-at-arms, \r', 'Philadelphia, Pa., city council, 1975-1983; chairman, Philadelphia, Pa., \r', 'Democratic Party; member of the Pennsylvania Democratic state committee and \r', 'Democratic National Committee; member of the Pennsylvania turnpike commission, \r', '1991-1998; elected as a Democrat to the One Hundred Fifth Congress, by special \r', 'election, to fill the vacancy caused by the resignation of United States \r', 'Representative Thomas Foglietta, and reelected to the ten succeeding Congresses \r', '(May 19, 1998-present);chair, Committee on House Administration (One Hundred \r', 'Tenth and One Hundred Eleventh Congresses).\r']",B001227,0,0,0,0,0,0,0,0,0,0
"BRAT, David A.","['a Representative from Virginia; born in Detroit, Wayne County, \r', 'Mich., July 27, 1964; graduated from Park Center Senior High School, Brooklyn \r', 'Park, Minn., 1982; B.A., Hope College, Holland, Mich., 1986; M.Div., Princeton \r', 'Theological Seminary, Princeton, N.J., 1990; Ph.D., American University, \r', 'Washington, D.C., 1995; business consultant; economist; professor, \r', 'Randolph-Macon College, Ashland, Va., 1996-2014; elected simultaneously as a \r', 'Republican to the One Hundred Thirteenth and One Hundred Fourteenth Congresses, \r', 'by special election, to fill the vacancy caused by the resignation of United \r', 'States Representative Eric Cantor, and reelected to the succeeding Congress \r', '(November 4, 2014-present).\r']",B001290,1,0,0,1,0,0,0,0,0,0
"BRIDENSTINE, Jim","['a Representative from Oklahoma; born in Ann Arbor, Washtenaw County, \r', 'Mich., June 15, 1975; graduated from Jenks High School, Tulsa, Okla., 1993; \r', 'B.A., Rice University, Houston, Texas, 1998; M.B.A., Cornell University, \r', 'Ithaca, N.Y., 2009; United States Navy, 1998-2007; United States Navy Reserve, \r', '2010-present; defense consultant; elected as a Republican to the One Hundred \r', 'Thirteenth and to the two succeeding Congresses until his resignation on April \r', '23, 2018 (January 3, 2013-April 23, 2018); NASA Administrator, \r', '2018-present.\r']",B001283,1,0,0,0,1,0,0,0,0,0
"BROOKS, Mo","['a Representative from Alabama; born in Charleston, Charleston \r', 'County, S.C., April 29, 1954; graduated from Grissom High School, Huntsville, \r', 'Ala., 1972; B.A., Duke University, Durham, N.C., 1975; J.D., University of \r', 'Alabama School of Law, Tuscaloosa, Ala., 1978; lawyer, private practice; \r', 'Tuscaloosa County, Ala. prosecutor, 1978-1980; law clerk, Presiding Circuit Court Judge John \r', 'Snodgrass, 1980-1981; member of the Alabama house of representatives, \r', '1982-1991; Madison County, Ala. district attorney, 1991-1993; special assistant \r', 'attorney general, state of Alabama, 1995-2002; commissioner, Madison County, \r', 'Ala., board of commissions, 1996-2011; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",B001274,1,0,1,0,0,0,0,0,0,0
"BROOKS, Susan","['a Representative from Indiana; born in Auburn, Dekalb County, Ind., August 25, 1960; graduated from Homestead High School, Fort Wayne, Ind., 1978; B.A., Miami University, Oxford, Ohio, 1982; J.D., Indiana University, Indianapolis, Ind., 1985; lawyer, private practice; deputy mayor of Indianapolis, Ind., 1998-1999; United States attorney for the Southern District of Indiana, 2001-2007; senior vice president and general counsel, Ivy Tech Community College, Indianapolis, Ind.; elected as a Republican to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present); chair, Committee on Ethics (One Hundred Fifteenth Congress)\r']",B001284,1,0,1,0,0,0,0,0,0,0
"BROWN, Corrine","['a Representative from Florida; born in Jacksonville, St. John \r', 'County, Fla., November 11, 1946; B.S., Florida Agricultural and Mechanical \r', 'University, Tallahassee, Fla., 1969; M.A., Florida Agricultural and Mechanical \r', 'University, Tallahassee, Fla., 1971; Ed.S., University of Florida, Gainesville, \r', 'Fla., 1974; faculty, University of Florida, Gainesville, Fla., Edward Waters \r', 'College, Jacksonville, Fla., and Florida Community College, Jacksonville, Fla.; \r', 'member of the Florida state house of representatives, 1983-1993; elected as a \r', 'Democrat to the One Hundred Third and to the eleven succeeding Congresses \r', '(January 3, 1993-January 3, 2017); unsuccessful candidate for renomination to the \r', 'One Hundred Fifteenth Congress in 2016. \r']",B000911,0,1,0,0,0,1,0,0,0,0
"BROWNLEY, Julia","['a Representative from California; born in Aiken, Aiken County, S.C., \r', 'August 28, 1952; B.A., Mount Vernon College, Washington, D.C., 1975; M.B.A., \r', 'American University, Washington, D.C., 1979; business manager; member of the \r', 'Santa Monica-Malibu school district board, 1994-2006; member of the California \r', 'state assembly, 2006-2012; elected as a Democrat to the One Hundred Thirteenth \r', 'and to the two succeeding Congresses (January 3, 2013-present).\r']",B001285,1,0,0,0,1,0,0,0,0,0
"BUCHANAN, Vernon G.","['a Representative from Florida; born on May 8, 1951; B.B.A., Cleary University, Ann Arbor, Mich., 1975; M.B.A., University of Detroit, Detroit, Mich., 1986; Michigan Air National Guard, 1970-1976; businessman; campaign staff; elected as a Republican to the One Hundred Tenth and to the six succeeding Congresses (January 3, 2007-present). \r']",B001260,1,0,0,0,1,0,0,0,0,0
"BUCK, Kenneth Robert","['a Representative from Colorado; born in Ossining, Westchester \r', 'County, N.Y., February 16, 1959; graduated from Ossining High School, Ossining, \r', 'N.Y., 1977; A.B., Princeton University, Princeton, N.J., 1981; J.D., University \r', 'of Wyoming, Laramie, Wyo., 1985; business executive; staff, United States House \r', 'of Representatives Select Committee to Investigate Covert Arms Transactions \r', 'with Iran, 1986-1987; attorney, United States Department of Justice, 1987-1990; \r', 'attorney, Office of the United States Attorney, District of Colorado, \r', '1990-2002; Weld County Colorado, district attorney, 2005-2014; unsuccessful \r', 'candidate for election to the United States Senate in 2010; elected as a \r', 'Republican to the One Hundred Fourteenth and to the succeeding Congress \r', '(January 3, 2015-present).\r']",B001297,1,0,1,0,0,0,0,0,0,0
"BUCSHON, Larry","['a Representative from Indiana; born in Taylorville, Bartholomew \r', 'County, Ill., May 31, 1962; B.S., University of Illinois, Urbana-Champaign, \r', 'Ill., 1984; M.D., University of Illinois, Chicago, Ill., 1988; physician; \r', 'United States Navy Reserve, 1989-1998; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",B001275,0,1,0,0,0,0,0,0,1,0
"BURGESS, Michael C.","['a Representative from Texas; born in Rochester, Olmsted County, \r', 'Minn., December 23, 1950; graduated from Selwyn College Preparatory School, \r', 'Denton, Tex., 1968; B.S., North Texas State University, Denton, Tex., 1972; \r', 'M.S., North Texas State University, Denton, Tex., 1976; M.D., University of \r', 'Texas Medical School, Houston, Tex., 1977; M.S., University of Texas, Dallas, \r', 'Tex., 2000; physician; elected as a Republican to the One Hundred Eighth and to \r', 'the seven succeeding Congresses (January 3, 2003-present).\r']",B001248,0,1,0,0,0,0,1,0,1,0
